"SHER - E - BANGLA NATIONAL STADIUM , 2 NO GATE , SHER-E-BANGLA NATIONAL CRICKET STADIUM , MIRPUR 2",""
"HOTEL LAKE BREEZE,GULSHAN 2,GULSHAN",""
"MATUIAL BOHUMUKHI HIGH SCHOOL,MATUAIL,DHAKA 1362",""
"SHOHRAB GENERAL STORE,27/6B,60 FEET,MUKTI HOUSING,DOKKHIN MONIPUR",""
"270/KA , BANALATA ABASHIK ALAKA , ROAD 3 , MUKTI HOUSING , PASCHIM AGARGAON",""
"BRS ASTEEN PALACE , 327 , I BLOCK ROAD 6 , BASUNDHARA R/A",""
"AMZ HOSPITAL LTD, ADARSHA NAGAR BADDA",""
"PWC BANGLADESH , BIR UTTAM MIR SHAWKAT SARAK , GULSHAN AVE , GULSHAN 1",""
"NANNA BIRIYANI , MIRPUR LINK RD , MATIKATA",""
"RAJDARSHAN : HALL-3 ( ICCB ) , INTERNATIONAL CONVENTION CITY BASHUNDHARA ( ICC), 300 FEET",""
"TEJGAON COLLEGE, INDIRA RD, FARMGATE",""
"NAT MONDOL,DHAKA UNIVERSITY,SHAHBAG",""
"TIME ZONE,H 2/6/A,RANKIN ST,WARI",""
"H 261 , RD 5 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)"
"ROAD 14,BARIDHARA,GULSHAN",""
"MADINA AMENA TOWER , 9/1, WEST KAFRUL , MUKTI HOUSING , PASCHIUM KAFRUL",""
"QUDDUS MANSION,370, I BLOCK ROAD 5,BASUNDHARA R/A",""
"BANANI SKATEPARK,BLOCK K",""
"MAYER DOA VARIETY STORE,H 226,RD 5,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",""
"S.R TRAVELS (PVT) LTD. KALLYANPUR , DHAKA MIRPUR",""
"NATIONAL EYE HOSPITAL,MIRPUR ROAD,SHER E BANGLA NAGAR",""
"TRUST BANK LTD,ANJUMAN MUFIDUL ISLAM RD,KAKRAI;",""
"MUMBAI EXPRESS , SECTOR 4 , UTTARA",""
"ABESH HOTEL & RESTAURANT,BRANCH 3,BLOCK D,MIRPUR 2",""
"THE SYGNIUS LIMITED , DOHS , MIRPUR",""
"NUR MANZIL , H 309/B , TALTOLA RD , TALTOLA , KHILGAON",""
"BEST SPA UTTARA DHAKA , SECTOR 7",""
"STAFF QUARTER NURANI TALIMUL KURAN MADRASA,MOULAVI SALEK RD,JIGATOLA",""
"SMANAGER , MOHAKHALI DOHS",""
"EASTERN INSURANCE COMPANY LTD , H  124/A , ELEPHANT RD",""
"HAQ VILLA , RAYER BAZZAR , MOHAMMADPUR",""
"SWISSCONTACT , GULSHAN 2 , GULSHAN",""
"BUI HERE NOW LOUNGE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA",""
"PARADISE GARDEN HOTEL,20,PARK ROAD,BARIDHARA,GULSHAN",""
"three angels , house 238 , road no 2 , block b , bashudnhara r/a",""
"OFFICER'S CLUB BAILY RD",""
"TEJGAON THANA , TEJKUNI PARA, TEJGAON",""
"CAPP AND CINNO RESTAURANT , H 34, GAREEB E NEWAZ, AVE , SECTOR 11, , UTTARA",""
"LUBANA GENERAL HOSPITAL  & UTTARA CARDIAC SENTER , GARIB E NAWAZ AVE ,SECTOR 13, UTTARA",""
"SHELTECH APARTMENTS, 450, GREENWAY ROAD, WIRELESS, MOGBAZAR",""
"JAMS ZAHRA,553,ROAD NO 11,BASUNDHARA R/A",""
"DIPALOY STORE MOHAMMADIA HOUSING SOCIETY MOHAMMADPUR",""
"8/11, ROAD NO 7 , LALMATIA MOHAMMADPUR",""
"TEJGAON REGISTRATION COMPLEXJAAME MOSQUE, LOVE ROAD , EAST NAKHALPARA, NIKETON",""
"H 485 , RD 2, BLOCK D, BASHUNDHARA 4/A",""
"KHILGAON POLICE STATION SHAHID BAKI SARAK TALTOLA KHILGAON",""
"H 10,RD 1,BLOCK A,BANASHREE",""
"BARDEM GENERAL HOSPITAL 2,IBRAHIM SARANI,SEGUNBAGICHA",""
"ROAD 6,BANANI DOHS,BANANI",""
"GABTALI BUS TERMINAL , GABTALI",""
"POPULAR DIAGONSTIC CENTRE LTD (MIRPUR) , SECTION 6",""
"AMBAGAN NO 1 ( NOYATOLA , MOGHBAZAR ) JOINAL , NAYATOLA",""
"NORDA BUS STOP M, PRAGATI SARANI , BARIDHARA , GULSHAN",""
"ANIK TOWER, 220/B, ROAD 13, NIKETON HOUSING SOCIETY, NIKETON",""
"LETTER WORLD,H 29,KAZI NAZRUL ISLAM AVE,RAMNA","(23.7544774, 90.3916227)"
"RD 2, BLOCK E, MIRPUR 1",""
"IBNSINA , 46 , DHANMONDI 9/A , DHANMONDI R/A",""
"SQUARE HOSPITALS LTD , PANTHAPATH RD KALABAGAN",""
"RD 4 , SECTOR 13 , UTTARA",""
"TONGI PILOT  SCHOOL & GIRLS  COLLEGE , COLLEGE RD",""
"CP FRIED CHICKEN , MOTIJHEEL",""
"UNITED COMMERCIAL BANK(UCB),NAMAPARA ROAD,BOTTOLA,KHILKHET",""
"SHANGHAI CHINESE RESTAURANT & PARTY CENTER",""
"GULSHAN PINK CITY  SHOPPING COMPLEX , GULSHAN 2",""
"BANASREE NURSERY,BLOCK B",""
"JORA KHAMBA , SUTI KHALPAR RD , NORTH JATRABARI",""
"JAKIR GENERAL STORE,NAYA NAGAR,UTTARA",""
"PANTHAPATH CIECLE, GREEN RD, PANTHAPATH",""
"DHUPKHOLA MATH , DISTILLERY RD , GANDARIA",""
"MENTOR HUB , WEST , DHANMONDI",""
"V I P TOWER,HOUSE 51/1,VIP ROAD,NAYA PALTAN,PALTAN,DHAKA 1217",""
"EXCEL ACADEMY , 11, ROAD 7, DHANMONDI","(23.7479124, 90.3745866)"
"READI- RESEARCG EVALUTION AND DEVELOPMENT INITIATIVE , ROAD 7/C , SECTOR9  , UTTARA",""
"KUNJOLOTA (16A,16B,16C,16D),SECTOR 18,UTTARA",""
"ATM BOOTH DUTCH BANGLA BANK LIMITED,SHAHBAGH,RAMNA",""
"HOUSE 635 , ROAD 3 , BLOCK H , BASHUNDHARA R/A",""
"MOHAMMAD RASEL , CIVILIZATION COLONY , KURMITOLA",""
"SHOHAG PARIBAHAN , DIT ROAD , MALIBAGH RAIL GATE , MALIBAGH",""
"GP HOUSE , ALHAZ ABDUS SOBHAN RD , BASUNDHARA",""
"ARTS BUCKET EVENTS & LOGISTICS , NIKUNJA 2",""
"H 9 BLOCK C MIRPUR 13
",""
"SITE FOR FUTURE PROJECT , RESIDENTIAL AREA , DHANMONDI",""
"MIHA TELECOM AND DEPARTMENTAL STORE , DHAKA CHITTAGONG HIGHWAY , KUTUBKHALI , JATRABARI",""
"PSC STAFF COLONY , SECTION 13 , MIRPUR",""
"CP FIVE STAR , EAST NAKHALPARA  RD , EAST NAKHALPARA",""
"13/A , KAMAL ATATRUK GULSHAN 2 , GULSAHN",""
"FOOLS DINER , BLOCK E , BANANI",""
"HOSAM HERITAGE,12A,BLOCK B C SERVICE ROAD,SECTION 2",""
"BITOPI GROUP , OLD AIRPORT , AGARGAON",""
"GOVERNMENT OFFICERS QUARTER MOSQUE, RUPNAGAR RESIDENTIAL AREA , MIRPUR",""
"SCHOOL OF INTELLIGENCE , ROAD 10/A , SECTOR 11 , UTTARA",""
"ASW MEGA FOOD PARK,MANIKDI BAZAR ROAD,ECB CIRCLE,DHAKA CANTONMENT",""
"AL- HAMMAM PLASTIC INDUSTRIES MATIKATA , MIRPUR ECB",""
"ROAD VIEW CAFE ROASTERS DHANMONDI WEST DHANMONDI",""
"BRTC BUS COUNTER FULBARIA GULISTAN",""
"IMPULSE HOSPITAL , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA",""
"MERADIA KACHA BAZAR , BANASREE",""
"AHSAN FARZANA BILLA,EAST RAMPURA",""
"PURBACHAL CLUB LIMITED , SECTOR 12",""
"S MS JAGHAGIR TOWER , H 28, RD 3, AFTAB MAGAR PROJECT , BADDA",""
"C 15, ROAD 3, MOHANAGAR PROJECT",""
"BAITUN NUR MOSJID , NAITUL NOOR MOSQUE GOLI , WEST DHANMONDI",""
"107, D BLOCK 6 NO ROAD , BLOCK D , BASHUDNHARA R/A",""
"HABIB BANK LIMITED,KAZI NAZRUL ISLAM AVENUE,KAWRAN BAZAR CIRCLE,PANTHAPATH",""
"DHAKA INTERNATIONAL TRADE FAIR  ( BANIJJO MELA) , SECTOR 4, PURBACHAL",""
"H 1 , RD 15 , GULSHAN 1",""
"TVCBD.COM,HATIRPOOL,KATABAN",""
"83, sarak 12 1, bashundhara r/a",""
"SAIMON CENTER - SAIMON GROUP LTD , GULSHAN 1",""
"H 366,RD 5,ADABOR",""
"SUNFIT TAILORS & FABRICS , 338/8/1, SALIM UDDIN MARKET ROAD , SENPARA PARBATA , AHMED NAGAR",""
"ATHEN'S ROAD 24 , GULSHAN 2, GULSHAN",""
"CHERRYTREE,SECTOR 4,UTTARA",""
"PALTAN MOR,PURANA PALTAN",""
"BADDA BAPTIST CHURCH BBC , NORTH BADDA",""
"DHAKA CENTRAL POLYTECHNIC INSTITUTE , MIRPUR RD , DARUS SALAM",""
"BATA , NEW ELEPHANT ROAD , DHANMONDI",""
"SHAHJALAL ISLAMI BANK TOWER,GULSHAN AVENUE,GULSHAN 2,GULSHAN",""
"DOMINO'S PIZZA UTTARA , SECTOR 13",""
"M/S BASUNDHARA ENTERPRISE , ARMANIAN ST , BABU BAZAR",""
"NAVANA OSIANA , PURANA PALTAN",""
"STAR KABAB & RESTURANT,BLOCK C,BANANI",""
"NOWABGANJ 2 GENERAL STORE,P C CULTURE HOUSING SOCIETY,ADABOR",""
"DOHS COUNCIL,MASJID RF,MOHAKHALI DOHS",""
"KORBORI , H 132 , RD 7 , BLOCK D , BASUNDHARA R/A",""
"THE LEGENDS COACHING,ZAKIR HOSSAIN ROAD,BLOCK F,LALMATIA",""
"ANAM RANGS PLAZA , SATMASJID RD , DHANMONDI",""
"NSU ADMIN BUILDING , NSU DRIVEWAY , BLOCK B , BASHUNDHARA R/A",""
"APPLEBOX FILMS LIMITED , ROAD NO 18 , DHAKA , BANGLADESH",""
"SHINE SKIN,KOREAN COSMETICS AND SKIN CARE,POLICE PLAZA,HATIRJHIL",""
"KOLLANPUR BUS STOP , MIRPUR RROAD , ABDUL RAFIQ HOUSING , GABTALI",""
"ROAD 14D, KOTBARI BAZAR , SECTOR 3",""
"DHAKA INTERNATIONAL TRADE FAIR ( BANIJJO MELA ) SECTOR 4 , PURBACHAL",""
"SAVAR CITY CORPORATION OFFICE , POUROSHOVA ROAD , GENDA",""
"XIAN RESTAURANT , H 212, ELEPHANT RD",""
"MATRIX ENGINEERS LIMITED,MIRPUR DOHS",""
"STYLE SALOON,K 23,PRAGOTI SARANI,NADDA",""
"943,ROAD NO 13,BASUNDHARA R/A",""
"NASSA DIAMOND . ROAD 138 , GULSHAN AVE , GULSHAN 1",""
"LAKE SIDE , 31 ROAD 28 (NEW 15) , DHANMONDI R/A",""
"G. Y , TRADE PRIVATE LIMITED , ROAD 4 , BLOCK C , BANANI",""
"DEVELOPMENT DESIGN CONSULTANTS LTD , SQUARE RD , MOHAKHALI",""
"SHAMSUR MADRASA CIRCLE",""
"PROSHANTI , 08 , ROAD 31 , GULSHAN 1 , GULSHAN",""
"CONCORD BITHI VILLA HOUSE NO 42B , ROAD NO 41 GULSHAN 2",""
"SALINA PALACE,59/A/2,PANTHA PATH,DHANMONDI",""
"H 417,BARIDHARA DOHS MAIN RD,BARIDHARA DOHS",""
"EVERCARE  HOSPITAL",""
"GREEN LINE BUS  COUNTER , PANTHAPATH DHAKA",""
"NETALOFT , MOHAMMADIA HOUSING SOCIETY , MOHAMMADPUR",""
"INSAF RICE N SLICE , BLOCK A , MIRPUR 12",""
"SANO CARE , H 57/9, PANTHAPATH",""
"AVENCHI APPAREL LTD , HOUSE 6 , ROAD 6 , SECTOR 7 , UTTARA",""
"RD 9 , SECTOR 9 , UTTARA",""
"MR . BAKER , RD 7 , SECTOR 3 , UTTARA",""
"BASUNDHARA 2 WATER PUMP,BLOCK D,BASUNDHARA R/A",""
"VERTEX PROMINENT,GA 16/1,MOHAKHALI SCHOOL RD,MOHAKHALI",""
"14 , KACHABAZAR ROAD , SECTION 11",""
"SORNOLATE , H 128 , RD 4 , BLOCK A , BASUNDHARA R/A",""
"ANWAR KHAN MODERN MEDICAL COLLEGE , H 22, RD 8 , DHANMONDI",""
"KHAN PLACE,H 10,RD 11,GULSHAN 1",""
"WORLD  BANK , SAYED MAHBUB MORSHED AVE , SHER E BANGLA NAGAR",""
"VILLA LAYTON , HOUSE  373, ROAD 9, BLOCK C , BASHUNDHARA R/A",""
"RD 10 , BLOCK C , BASHUNDHARA",""
"MOHAMMADPUR BUS STAND,
MOHAMMADPUR BERIBADH RD,MOHAMMADPUR",""
"ANWAR KHAN MODERN MEDICAL COLLEGE RD 7 . DHANMONDI",""
"MIRPUR NATIONAL ZOO RD,MIRPUR 2",""
"SEA OF JUICE,BASUNDHARA R/A",""
"RD 6 C,BANANI DOHS",""
"INDOKEM BANGLADESH P L , SECTOR 7 , UTTARA",""
"S. B 2/10 POST CODE DHAKA 1209,RD 8A,DHANMONDI",""
"BRITISH AMERICAN TOBACCO,MOHAKHALI",""
"H 279 , RD 1, ADABOR",""
"NCC BANK LIMITED ( UTTARA BRANCH ) , SECTOR 6",""
"GOPI KISHAN LN , WARI BANAGRAM",""
"STAR CINEPLEX,SONY SQUARE,MIRPUR",""
"IRIS NURJAHAN , 104 , KAKRAIL ROAD , DOKKHIN SHAJAHANPUR , PALTAN",""
"PATHAO HQ , H CWN 3A , RD 49 , GULDHAN 2",""
"B-TRAC ENGINEERING LIMITED, ROAD 19A , BLOCK E , BANANI",""
"LOUNGE COMIDA  GULSHAN 1 , GULSHAN",""
"TRAUMA CENTER , MIRPUR RD , SOHRAWARDI MEDICAL COLLEGE & HOSPITAL , SHER E BANGLA NAGAR",""
"AIUB CAMPUS,KURATALI,KHILKHET,BASUNDHARA R/A",""
"PRIYO NIBASH , GREEN RD , DHANMODNDI",""
"RD 5 , BLOCK E, MIRPUR 1",""
"SHOPUP HQ OPERATIONS,HOUSE 112,LANE 6,MOHAKHALI DOHS,MOHAKHALI",""
"SUMON VILLA,18,KUTUM GOLI,TALTOLA,PASCHIM KAFRUL",""
"JUSTICE SHAHAB UDDIN AHMED PARK,GULSHAN 2,GULSHAN",""
"AMBLE ASMA,H 747,RD 23,BLOCK F,BASHUNDHARA R/A",""
"NURBAG JAME MASJID,BLOCK B,TALTOLA,KHILGAON",""
"HIGH COMMISSION OF MALAYSIA , BLOCK K , BARIDHARA",""
"IBRAHIM MEDICAL COLLEGE,MAOLANA BHASANI ROAD,FAKIRAPOOL,PALTAN",""
"SECTOR 10,UTTARA 18,ROAD 11,KOTBARI BAZAR,SECTOR 11",""
"NAWAB HABIBULLAH MODEL SCHOOL & COLLEGE,SHAJALAL AVE,SECTOR 4,UTTARA",""
"BESTCLEAN LTD, KALACHANDPUR , NADDA",""
"BHUIYAN HOUSE ( KA 11/1A, SOUTH KURIL)",""
"FANRASIUM,GULSHAN AVENUE,GULSHAN 2,GULSHNA",""
"ROYAL COACH PLANTINIUM , STATION RD , KAMALAPUR",""
"SYDNEY INTERNATIONAL SCHOOL , HOUSE 8, ROAD 83 , GULSHAN 2, GULSHAN",""
"THE PREMIUM LOUNGE , MIRPUR 7",""
"ENGR . MD. ATAUR RAHMAN , BLOCK H , BASHUNDHARA R/A",""
"KAMALAPUR,RAILWAY STATION,CNG STAND,STATION RD,KAMALAPUR",""
"PAIRA KUNJO,198,SARAK 4/1,BASUNDHARA R/A",""
"GONOSHASTHA BNAGAR HOSPITAL, RD 6, DHANMONDI",""
"HAZIGANJ SHAHI MASJID , DEMRA NARAYANGANJ RD , HAZIGANJ , GODENAIL , NARAYANGANJ , 1400",""
"SOUTH BANASREE GRAVEYARD , ROAD 4 , BLOCK G , SOUTH  BANASREE",""
"ROAD 8 , MOHAKHALI DOHS , NIKETAN",""
"MADARIPUR ENTERPRISE , DEWANPARA  , UTTARA",""
"POOL  CAFE , PAN PACIFIC , SONARGAON DHAKA , HATIRJHEEL , ,MOGHBAZAR",""
"IBN SINA DIAGNOSTIC CENTER , DIT RD , BAGANBARI , MALIBAGH",""
"SOUTH BADDA BAZAR,CHAIRMANBARI RD,SOUTH BADDA",""
"HOTEL ASHRAFEE & RESTAURANT , OUTER CIRCULAR ROAD , RAJARBAGH",""
"ANANNA BEAUTY PARLOUR , 338/8/1, SALIM UDDIN MARKET ROAD, SENPARA PARBATA , AHMED NAGAR",""
"RD 7,SHEKHERTEK,MOHAMMADPUR",""
"SATMASJID ROAD , WEST DHANMONDI",""
"RUPAYAN KARIM TOWER , BIR UTTAM SAMSUL ALAM SARAK , KAKRAIL , RAMNA",""
"north south universuty , bashundhara r/a",""
"DUTCH BANGLA BANK,ROAD 2,NIKUNJA 2",""
"BANOLOTA SWEETS AND BAKERY,H 1,RD 5,MIRPUR 10",""
"STANDARD CHARTED BANK GULSHAN 1 GULSHAN",""
"SHAPTAK SQUARE EXCLUSIVE RAVE OUTLET , BLOCK A , LALMATIA",""
"ARMY GOLF CLUB ENTRANCE,NIKUNJA 1,BARIDHARA",""
"LIOZA ENTERPRISE , WEST NAKHALPARA , TEJGAON",""
"H 405 , AFTAB UDDIN AHMED RD  , BLOCK B , BASUNDHARA R/A",""
"H 366/6, RD 6, BARIDHARA DOHS",""
"BAF KURMITOLA  CANTONMENT , DHAKA , BANGLADESH",""
"STANDARD CHARTERED BANK ( UTTARA BRANCH ) , UPDATE TOWER , PLOT 1 , SHAH JALAL AVENUE , KOTBARI BAZAAR , SECTOR 3",""
"AMERICAN BURGER,ROAD 11,BLOCK D,BANANI",""
"ROAD 2E , DOKKHIN KHAN , SECTOR 4",""
"MDC MODEL SCHOOL AND COLLEGE , BLOCK B , MIRPUR 12",""
"METRO FOODIES , SECTOR 15 , UTTARA",""
"BEIRUT 99,235,ROAD 13E,BANANI",""
"METRO SHOPPING MALL, RESIDENTIAL AREA , DHANMONDI",""
"BUBT CAMPUS , RD 7 , RUPNAGAR , MIRPUR 2",""
"PRANTIC GENERAL STORE , 1342 , DHAKA ARICHA HIGHWAY , NOBINAGAR , 1340",""
"18/2,BJRI COLONY ROAD,DHANMONDI",""
"REWANA & BASUNDHARA BLOCK F , ROAD 8 HOUSE 153",""
"H 7,RD 3,NIKUNJA 2",""
"FOOD PARADISE,WEST DHANMONDI",""
"MOLLIKA ENTERPRISE , MIDDLE BASHABO",""
"CLOTH PLUS , BANAGRAM , WARI",""
"SHOHEL RANA FILMS MEDIA COMPANY , ROAD 27 , BLOCK K , BANANI",""
"HOUSE 3. ROAD 13 , SECTOR 7 , UTTARA",""
"SKS SHOPPING MALL",""
"AUST MAIN GATE , INDUSTRICAL AREA , TEJGAON",""
"BIKRAMOUR BOSTRALOY AND TAILORING HOUSE , BAZAR RD , 1702",""
"ROKEYA HALL,UNIVERSITY OF DHAKA",""
"RAJBARI FOOD COURT , RD 2, BLOCK A, BASHUNDHARA R/A",""
"INTERLINK TECHNOLOGY",""
"INTEX NOOR MHAL,RD 8 BLOCK C NIKETON",""
"MALEK MONJIL,725,MONIPUR,BAREK MOLLAR PARA MOR,SENPARA PARBATA,DOKKHIN MONIPUR",""
"MIAKI MEDIA LTD,GULSHAN 2,GULSHAN",""
"KM DENTAL CARE,KA 18,KALACHANPUR MAIN RD,KALACHANPUR",""
"TK BHABAN , KAWRAN BAZAR , MASJID RD , KAWRAN  BAZAR",""
"DHAKA CMH CANCER CENTER,MATIKATA,MIRPUR ECB",""
"DINE & GOSSIP",""
"3/4, ROAD 1 , LALMATIA",""
"TITAS PAR INTERNATIONAL,HOUSE 484,ROAD 32,MOHAKHALI DOHS,MOHAKHALI",""
"the watch merchent , sector 12 , uttara",""
"CHADPUR BOOK CENTER NILKHET NEW MARKET",""
"PASSPORT OFFICE , PASSPORT OFFICE RD , SHER E BANGLA NAGAR , AGARGAON",""
"SQUARE HOSPITAL LTD , PANTHAPATH RD , KALABAGABN",""
"INTER CONTINENTAL DHAKA HOTEL SHAHBAG",""
"ABDUR ROUF TOWER , NAYA PALTAN",""
"DHANMONDI 9/A,WEST DHANMONDI",""
"KHIJIR KHAN ROSHAN TOWER,TALI OFFICE ROAD,WEST DHANMONDI,DHAKA TALLABAG,JIGATOLA",""
"KA 79/1,KURIL PROGATI SHARANI,DHAKA 1229,NORTH KURIL",""
"SHAWARMA HUT,H 36,KAMAL ATATURK AVE,BANANI",""
"SHAPLA ACADEMY , SHER E BANGLA MAIN ROAD , MANESHWAR , EAST RAYER BAZAR",""
"140 , SARAK 8  1 , BASUNDHARA R/A",""
"ALL IN ALL TAILORS,DHOLAIPARA,UTTARA",""
"BANGLADESH - CHINA FRIENDSHIP EXHIBITION CENTER , SECTOR 21 , PURBACHAL",""
"STATE UNIVERSITY OF BANGLADESH,H 138,MIRPUR RD,KALABAGAN",""
"DC OFFICE,JOHNSON RD,RAY SAHEB BAZAR,KOTWALI",""
"INTER CONTINENTAL DHAKA HOTEL , SHAHBAG",""
"MILLENNIUM CASTLE, H 47,RD 27,BANANI",""
"CITY BANK LTD, NEW AIRPORT RD",""
"RD 19/3, RUPNAGAR , PALLABI",""
"HAFIZUR TELECOM GRAMEEN PHONE EXPRESS, DHAKA TANGAIL HIGHWAY, MOUCHAK, 1751",""
"ATN PARTY CENTER , SOUTH BISHIL , MIRPUR 1",""
"wyre street , gopibag , ahtkhola",""
"GOAL BARI CIRCLE , MOMIN SARANI , NORTH IBRAHIMPUR",""
"CRESCENT HOMES , 150/1 SHAH ALI BAG , MIRPUR 1",""
"16/14/12 , 7 NUMBER LINE , SECTION 11",""
"LAB AID SPECIALIZED HOSPITAL , H 6 , RD 4 , DHANMONMDI",""
"RAKHALIA CHARA RD MOUCHAK 1751",""
"ASGAR ALI HOSPITAL,DISTILLERY RD,GANDARIA",""
"H 30/C,BLOCK D, BASUNDHARA R/A",""
"61/5,60 FEET,MUKTI HOUSING,DOKKHIN MONIPUR",""
"SCHNEIDER ELECTRIC BANGLADESH GULSHAN 2 GULSHAN",""
"UNITREND LIMITED,BANANI DOHS",""
"BISWAS,HOUSE 362,ROAD 9,BLOCK C,BASUNDHARA R/A",""
"HAMID PLAZA , H 22 , OUTER CIRCULAR RD , MOGBAZAR",""
"AIRPORT MASJID , NEW AIR PORT RD",""
"BANGLADESH EYE HOSPITAL EXTENSION WING , ZAFRABAD , MOHAMMADPUR",""
"GOLPO , H 9/B , RD 12 , GULSHAN 1",""
"HASHIM TOWER",""
"DEL SHOE,H 119,SCIENCE LABROTARY RD,ELEPHANT RD",""
"RD 5, BLOCK I , BASHUNDHARA R/A",""
"HONEYWELL GARMENTS LTD , AMBAGH DHALAI FACTORY RD , MOUCHAK , 1751",""
"ADABOR ROAD 3,MOHAMMADPUR",""
"FOODIE , RD 9 , NIRJHAR , DHAKA CANTONMENT",""
"HOUSE 380 , ROAD 9 , BLOCK C , BASUNDHARA R/A",""
"BILAS BHABAN COMMUNITY CENTRE , 6 , ROAD 5 , SECTION 6",""
"UNITED SEED DHAKA , DHAKA ARICHA HIGHWAY , 1347",""
"MERCHANT CAR HOUSE , BLOCK L , BANANI",""
"HOUSE 4 , ROAD 18 , BLOCK A, BANANI",""
"AVENUE DENTAL CARE- DHANMONDI , DHAKA , RESIDENTIAL AREA",""
"H 613,VADRO LN,MOGBAZAR",""
"ZAHURA PHARMACY M SHAHJADPUR , BADDA",""
"DHANSHIRI,BUSINESS POINT,PLOT D,BLOCK C,LINE 4,MIRPUR 13",""
"SALMA HERITAGE , 421 , I  BLOCK ROAD 4 , BASUNDHARA R/A",""
"SEIKH RASEL GASTRO LIVER INSTITUTE AND HOSPITAL , MOHAKHALI",""
"PARAGON CONVENTION HALL,WEST DHANMONDI",""
"KOLLANPUR BUS STOP,MMIRPUR ROAD,ABDUL RAFIQ HOUSING,GABTALI",""
"PREMIER BANK LTD,RD 2/B,NATUN BAZAR",""
"EASTERN HOUSING,PALLABI",""
"JAMIR U , SECTOR 12 , UTTARA",""
"BDNEWS24.COM 17(RED CRESCENT TOWER),BIR UTTAM A K KHANDAKAR ROAD,MOHAKHALI,GULSHAN",""
"AFROZA VILLA , 14 , ROAD 5, SECTION 12",""
"RAIJAS COLLECTION,HOUSE 40,ROAD 17,SECTOR 11,UTTARA",""
"INTERNATIONAL CONVENTION CITY BASHUNDHARA ( ICCB ) , PURBACHAL EXPRESS HIGHWAY  , DHAKA , BANGLADESH",""
"MASIMPUR , SHIBPUR , NORSINGDI",""
"RUB'S BEAUTY PARLOUR , TIKATULI , WARI",""
"CHEESE & FRIES , MADANI AVENUE , 100 FEET ROAD",""
"ISLAMI COMMERCIAL INSURANCE COMPANY LTD , SENPARA PARBATA MIRPUR 10",""
"ARYATEX SOURCING , SECTOR 4 , UTTARA",""
"BCPS , 67 SHAHEED TAJUDDIN AHMED AVE , MOHAKHALI , DHAKA 1212",""
"H 347 RD 5 BLOCK F BASHUNDHARA R/A",""
"VENTURA ENCARNA,BLOCK I,BANANI",""
"VITASKIN GULSHAN,GULSHAN 2,GULSHAN",""
"PROTTASHA KINDAR GARTEN SCHOOL,NORTH VASANTEK RD,VASHANTEK",""
"GITAHALEE,450,D BLOCK 6 NO ROAD,BASUNDHARA R/A",""
"RANGDHONU , JUDGE GOLI , GOPIBAG",""
"H KA 185, KURIL NSU RD , KURIL",""
"I BLOCK ROAD 4 , BASUNDHARA R/A",""
"DOMESTIC TERMINAL (DAC) HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",""
"G COMPANY ENGINEERING EQUIPMENT, HOUSE 1,ROAD 17,BLOCK C,SECTION 12,MIRPUR",""
"NITOL MOTORS LTD,  BLOCK D, MIRPUR 6",""
"WESTERM CRAZE , GREEN ROAD, PANTHAPATH",""
"MI ROOM,DHAKA CMH,SHAHID SARANI,DHAKA CANTONMENT",""
"H 25/A , RD 18 , BANANI",""
"WAFFLE TIME, SECTOR 3, UTTARA",""
"PREMIUM ARZAAN,23/A,ROAD 4,BLOCK D,BASUNDHARA R/A",""
"DHAKA IMPERIAL HOSPITAL , DHAKA MYMENSINGH HIGHWAY , WEST ARICHPUR , MOINARTEK",""
"ORCHARD GALLERY ( TENEMENT 10) , BLOCK E, BASHUNDHARA R/A",""
"ARCHIES,BEGUM ROKEYA SARANI,KAZIPARA",""
"ROAD 4,BLOCK C, BASUNDHARA R/A",""
"CARDIFF INTERNATIONAL SCHOOL , H 11 , RD 28 , DHANMONDI",""
"GULSHAN SOCIETY JAME MASJID,RD 63,GULSHAN 63",""
"IQRA RESTAURANT,H 922,BEGUM ROKEYA SARANI,WEST SHEWRAPARA",""
"REJUVENATE,GULSHAN 2,GULSHAN",""
"HOUSE 51,ROAD 3,SECTOR 3,UTTARA",""
"SHEORAPARA OVER BRIDGE , BEGUM ROKEYA SHARANI , WEST KAFRUL PASCHIM SHEWRAPARA",""
"JUI GARDEN , AZIMPUR , LALBAGH",""
"MIRPUR 11 BUS STOP , BEGUM ROKEYA SARANI , MIRPUR 11",""
"AMAN KNITTINGS LIMITED , DHAKA ARICHA HIGHWAY , BILAMALIA , JADUR CHAR",""
"NIMAIKASHARI , NIMAI KASHARI , SIDDHIRGANJ",""
"EMBASSY OF BRAZIL , GULSHAN 2",""
"LINE 15 , BLOCK B , MIRPUR 10",""
"BASHUNDHARA D BLOCK,SERVICE ROAD,BASHUNDHARA R/A",""
"MASUD IT , C R P RD , SAVAR , 1340",""
"THE VANTAGE BY SHANTA,BLOCK A,BANASREE",""
"SQUARE HOSPITAL LTD , PANTHAPATH",""
